title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,ratings_per_page,page_group,cluster,nome_cluster
Confessions of Saint Augustine (Paraclete Living Library),Augustine of Hippo/J.M. Lelen,3.92,eng,448,13,4,1997-01-01,Catholic Book Publishing,0.029017857142857144,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
City of God,Augustine of Hippo/Henry Bettenson,3.92,eng,1186,8754,300,2003-11-27,Penguin Books Ltd,7.381112984822934,1001-2000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
An Odyssey in Learning and Perception,Eleanor J. Gibson,4.5,eng,654,0,0,1994-02-03,Bradford Book,0.0,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Complete Works of Tacitus,Tacitus/Alfred J. Church/William Jackson Brodribb/Moses Hadas,4.29,eng,773,280,13,1964-09-01,McGraw-Hill Humanities/Social Sciences/Languages,0.36222509702457956,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Agricola and The Germania,Tacitus/Harold Mattingly/S.A. Handford,3.99,eng,174,4013,110,1971-02-28,Penguin Books,23.063218390804597,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Agricola / Germania / Dialogue on Oratory,Tacitus/Maurice Hutton/Robert Maxwell Ogilvie/E.H. Warmington/William Peterson/Michael Winterbottom,3.95,mul,384,87,7,1914-01-01,Harvard University Press,0.2265625,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Agricola/Germany,Tacitus/Anthony Richard Birley,3.99,eng,224,29,2,1999-09-23,Oxford University Press,0.12946428571428573,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,3.88,eng,1264,21524,635,2003-03-04,Arlington House,17.02848101265823,1001-2000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Wealth of Nations,Adam Smith/Robert B. Reich,3.88,eng,1184,1165,62,2000-07-12,Modern Library,0.9839527027027027,1001-2000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Aquinas's Shorter Summa: Saint Thomas's Own Concise Version of His Summa Theologica,Thomas Aquinas,4.14,eng,412,213,8,2005-12-01,Sophia Institute Press,0.5169902912621359,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Saint Thomas Aquinas,G.K. Chesterton/Anton C. Pegis,4.14,eng,167,2987,175,1974-01-15,Image,17.88622754491018,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Summa Theologica  5 Vols,Thomas Aquinas,4.12,eng,3020,2734,84,1981-01-01,Christian Classics,0.9052980132450331,,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Selected Writings,Thomas Aquinas/Ralph McInerny,3.91,eng,841,626,22,1998-06-25,Penguin Classics,0.7443519619500595,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Selected Philosophical Writings,Thomas Aquinas/Timothy McDermott,3.86,eng,496,238,9,1998-08-20,Oxford University Press,0.4798387096774194,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Treatise on Happiness,Thomas Aquinas/John A. Oesterle,3.83,eng,224,76,3,1984-01-01,University of Notre Dame Press,0.3392857142857143,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
New Jewish Wedding  Revised,Anita Diamant,3.96,eng,288,694,64,2001-03-06,Scribner,2.4097222222222223,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
How to Be a Jewish Parent: A Practical Handbook for Family Life,Anita Diamant/Karen Kushner,3.93,eng,352,52,5,2000-09-05,Schocken Books Inc,0.14772727272727273,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Every Second Counts,Lance Armstrong/Sally Jenkins,3.52,eng,246,274,28,2004-07-01,Yellow Jersey,1.113821138211382,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Collected Stories of Isaac Bashevis Singer,Isaac Bashevis Singer/Herb Johnson,4.37,eng,624,1665,92,1983-08-01,Farrar  Straus and Giroux,2.668269230769231,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Der Golem,Isaac Bashevis Singer,3.75,ger,64,2,0,2001-02-01,Patmos,0.03125,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Collected Stories III: One Night in Brazil to The Death of Methuselah,Isaac Bashevis Singer/Ilan Stavans,4.61,eng,915,23,4,2004-07-08,Library of America,0.025136612021857924,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Slave,Isaac Bashevis Singer/Cecil Hemley,4.18,eng,320,2040,150,1988-10-01,Farrar  Straus and Giroux,6.375,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Collected Stories I: Gimpel the Fool to The Letter Writer,Isaac Bashevis Singer/Ilan Stavans,4.49,eng,832,63,8,2004-07-08,Library of America,0.07572115384615384,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Blind Flight,Hilary H. Milton,3.63,eng,122,25,5,1982-12-01,Scholastic,0.20491803278688525,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Tornado!,Hilary H. Milton,3.6,eng,147,10,3,1983-01-01,Franklin Watts,0.06802721088435375,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
From the Age of Discovery to a World at War (America: The Last Best Hope #1),William J. Bennett,4.24,eng,573,1069,132,2006-05-23,Nelson Current,1.8656195462478184,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Democracy in America Volume 2,Alexis de Tocqueville/Eduardo Brandão/Phillips Bradley/Luann Walther,4.17,eng,506,316,19,1990-08-11,Vintage,0.6245059288537549,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
On Democracy  Revolution  and Society,Alexis de Tocqueville/John Stone/Stephen Mennell,4.12,eng,402,25,0,1982-09-15,University Of Chicago Press,0.06218905472636816,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Two Tocquevilles  Father and Son,R.R. Palmer,2.0,eng,254,1,0,1987-04-01,Princeton University Press,0.003937007874015748,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Iron Dragon's Daughter,Michael Swanwick,3.69,eng,424,2530,182,2012-02-28,Avon Books,5.966981132075472,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Book of Five Rings,Miyamoto Musashi/Thomas Cleary,4.07,eng,144,192,10,1993-04-13,Shambhala,1.3333333333333333,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Book of Five Rings,Miyamoto Musashi/Thomas Cleary,4.07,eng,166,926,74,2005-01-11,Shambhala,5.578313253012048,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Lord of the Rings Sketchbook,Alan  Lee/Ian McKellen,4.27,eng,192,9853,72,2005-10-19,Houghton Mifflin Harcourt,51.317708333333336,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Birthday (Ring  #4),Kōji Suzuki/Glynne Walley,3.67,eng,216,866,37,2006-12-12,Vertical,4.0092592592592595,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Book of Five Rings,Miyamoto Musashi/William Scott Wilson/Shiro Tsujimura,4.07,eng,157,455,43,2002-03-01,Kodansha International,2.8980891719745223,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Deception of the Emerald Ring (Pink Carnation  #3),Lauren Willig,3.91,eng,400,8615,499,2006-12-01,Dutton Books,21.5375,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Only the Ring Finger Knows: The Ring Finger Falls Silent (Only the Ring Finger Knows #3),Satoru Kannagi/Hotaru Odagiri,4.04,eng,250,352,12,2006-10-26,Digital Manga Publishing,1.408,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Only the Ring Finger Knows: The Left Hand Dreams of Him (Only the Ring Finger Knows  #2),Satoru Kannagi/Hotaru Odagiri,3.94,eng,242,529,17,2006-07-05,Digital Manga Publishing,2.1859504132231407,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
1000 Rings: Inspiring Adornments for the Hand,Marthe Le Van/Robert W. Ebendorf/Lark Books,4.23,eng,416,82,9,2004-08-01,Lark Books,0.1971153846153846,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Postman Always Rings Twice,James M. Cain,3.8,eng,116,23157,1287,2010-09-09,Orion,199.6293103448276,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Ring Bearer,Laura Godwin/John Wallace,3.44,eng,32,17,2,2006-02-20,Disney-Hyperion,0.53125,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Legend of the Five Rings RPG,Rich Wulf/Shawn Carman/Seth Mason/Rob Vaux/Katie Yates/Brian Yoon/Fred Wan/D.J. Trindle,3.78,eng,318,169,6,2005-06-06,Alderac Entertainment Group,0.5314465408805031,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Lord of the Rings and Philosophy: One Book to Rule Them All,Gregory Bassham/Eric Bronson,4.28,eng,240,4913,40,2003-08-04,Open Court,20.470833333333335,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Ruby Ring,Diane Haeger,3.7,eng,371,1070,70,2005-04-05,Broadway Books,2.884097035040431,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Only the Ring Finger Knows: The Lonely Ring Finger (Only the Ring Finger Knows  #1),Satoru Kannagi/Hotaru Odagiri/Allison Markin Powell,3.99,eng,210,925,37,2006-03-28,Digital Manga Publishing,4.404761904761905,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Rings of Saturn,W.G. Sebald/Michael Hulse,4.26,eng,304,419,50,1995-07-01,Vintage,1.3782894736842106,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Only the Ring Finger Knows,Satoru Kannagi/Hotaru Odagiri/Sachiko Sato,4.1,eng,208,3299,57,2004-08-01,Digital Manga Publishing,15.860576923076923,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Ring  Volume 1,Misao Inagaki/Hiroshi Takahashi,3.63,eng,304,389,32,2003-11-25,Dark Horse Manga,1.2796052631578947,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Road To War  1933 39,Andrew      Hunt,0.0,eng,128,0,0,2000-04-01,Hodder & Stoughton Educational Division,0.0,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Drifting Classroom  Vol. 5 (Drifting Classroom),Kazuo Umezu,3.87,eng,192,388,15,2007-04-17,VIZ Media LLC,2.0208333333333335,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Drifting Classroom  Vol. 1,Kazuo Umezu,3.79,eng,190,1535,107,2006-08-08,VIZ Media LLC,8.078947368421053,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Drifting Classroom  Vol. 6 (The Drifting Classroom),Kazuo Umezu,3.87,eng,192,366,13,2007-06-19,VIZ Media LLC,1.90625,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Drifting Classroom  Vol. 7 (The Drifting Classroom),Kazuo Umezu,3.92,eng,192,343,11,2007-08-21,VIZ Media LLC,1.7864583333333333,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Drifting Classroom  Vol. 2 (Drifting Classroom),Kazuo Umezu,3.98,eng,188,724,34,2006-10-10,VIZ Media LLC,3.851063829787234,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Drifting Classroom  Vol. 4 (Drifting Classroom),Kazuo Umezu,3.91,eng,192,412,20,2007-02-20,VIZ Media LLC,2.1458333333333335,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Franco-Prussian War,Michael Eliot Howard,4.09,eng,532,202,13,2001-11-11,Routledge/Taylor & Francis Ltd.,0.37969924812030076,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
My Uncle Napoleon,Iraj Pezeshkzad/Dick Davis/Azar Nafisi,4.16,eng,509,790,113,2006-04-11,Modern Library,1.5520628683693516,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Hadji Murad,Leo Tolstoy/Aylmer Maude/Louise Maude/Azar Nafisi,3.84,eng,153,176,32,2003-07-08,Modern Library,1.1503267973856208,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Shahnameh: The Persian Book of Kings,Abolqasem Ferdowsi/Dick Davis/Azar Nafisi,4.51,eng,886,246,21,2007-03-01,Penguin,0.27765237020316025,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Killer 7 Official Strategy Guide,Brady Games,4.0,eng,128,2,0,2005-07-08,BradyGames,0.015625,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Castlevania: Curse of Darkness Official Strategy Guide,Brady Games,3.7,eng,176,10,0,2005-10-28,BradyGames,0.056818181818181816,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
World of Warcraft Atlas,Brady Games,4.09,eng,192,245,5,2005-09-20,BradyGames,1.2760416666666667,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Manhunt Official Strategy Guide,Tim Bogenn,4.0,eng,175,4,0,2003-11-25,Bradygames,0.022857142857142857,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Road to Jerusalem (The Knight Templar  #1),Jan Guillou/Anna Paterson,4.0,eng,320,4406,160,2002-12-05,Orion,13.76875,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Buddhism: A Concise Introduction,Huston Smith/Philip Novak,3.9,eng,256,418,44,2004-12-14,HarperOne,1.6328125,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Cleansing the Doors of Perception: The Religious Significance of Entheogenic Plants and Chemicals,Huston Smith,4.01,eng,173,194,11,2003-09-12,Sentient Publications,1.1213872832369942,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
I'll Be Home Before Midnight and I Won't Get Pregnant,Anthony E. Wolf,0.0,eng,288,0,0,1988-05-12,Knopf Doubleday Publishing Group,0.0,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Beneath the Wheel,Hermann Hesse/Michael E. Roloff,3.85,eng,192,8494,289,2003-07-01,Picador,44.239583333333336,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Love Mode  Vol. 3,Yuki Shimizu,4.15,eng,184,585,14,2006-07-03,Blu,3.1793478260869565,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Love Mode  Vol. 1,Yuki Shimizu,3.93,eng,192,1417,41,2005-11-08,Blu,7.380208333333333,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Love Mode  Vol. 5,Yuki Shimizu,4.32,eng,192,582,10,2007-05-01,Blu,3.03125,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Love Mode  Vol. 2,Yuki Shimizu,4.23,eng,204,768,18,2006-03-07,Blu,3.764705882352941,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Love Mode  Vol. 6,Yuki Shimizu,4.23,eng,192,441,7,2007-08-01,Blu,2.296875,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Balzac And The Little Chinese Seamstress,Dai Sijie/Ina Rilke,3.64,eng,172,223,22,2002-04-17,Random House (Vintage),1.2965116279069768,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Lost Illusions (La Comédie Humaine),Honoré de Balzac/Ellen Marriage/George Saintsbury,4.16,eng,656,6422,161,2006-05-01,Dodo Press,9.789634146341463,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Black Sheep,Honoré de Balzac/Donald Adamson,3.99,eng,339,1483,68,1976-05-27,Penguin Classics,4.374631268436578,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
A Harlot High and Low,Honoré de Balzac/Rayner Heppenstall,4.06,eng,554,1546,64,1985-09-26,Penguin Classics,2.7906137184115525,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Unknown Masterpiece,Honoré de Balzac,3.87,eng,48,11,3,2005-12-08,Kessinger Publishing,0.22916666666666666,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Girl With The Golden Eyes,Honoré de Balzac,3.35,eng,72,801,56,2004-06-17,Kessinger Publishing,11.125,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Le Chef-D'Œuvre Inconnu,Honoré de Balzac,3.87,fre,49,10,0,1998-01-19,Findakly,0.20408163265306123,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Cousin Pons,Honoré de Balzac/Herbert J. Hunt,3.98,eng,336,942,48,1978-05-25,Penguin Classics,2.8035714285714284,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Medium is the Massage,Marshall McLuhan/Quentin Fiore/Jerome Agel,3.94,eng,160,12098,295,2001-08-01,Gingko Press,75.6125,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Essential McLuhan,Marshall McLuhan/Eric McLuhan/Frank Zingrone,4.05,eng,416,8,0,1997-06-07,Routledge,0.019230769230769232,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Understanding Media: The Extensions of Man,Marshall McLuhan/W. Terrence Gordon/Philip B. Meggs,4.12,eng,616,120,11,2003-11-01,Gingko Press,0.19480519480519481,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Best American Sports Writing 2006,Michael     Lewis/Glenn Stout,3.75,eng,416,84,5,2006-10-11,Mariner Books,0.20192307692307693,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Kinfolk,Pearl S. Buck,4.19,eng,408,496,41,2004-01-01,Moyer Bell and its subsidiaries,1.2156862745098038,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Pearl S. Buck: A Cultural Biography,Peter Conn,4.17,eng,500,101,11,1998-01-28,Cambridge University Press,0.202,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Mother,Pearl S. Buck,4.04,eng,304,1783,93,2004-01-01,Moyer Bell and its subsidiaries,5.865131578947368,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Glamorama,Bret Easton Ellis,3.46,ger,832,46,0,2010-02-22,KiWi,0.055288461538461536,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Glamorama,Bret Easton Ellis/Pierre Guglielmina,3.46,fre,537,56,5,2001-02-15,10/18,0.1042830540037244,501-700,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Bright Lights  Big Ass,Jen Lancaster,4.06,eng,380,28940,1632,2007-05-01,NAL,76.15789473684211,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Morrigan's Cross (Circle Trilogy  #1),Nora Roberts,4.14,eng,321,46146,1158,2006-08-29,Jove,143.7570093457944,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Rebellion (The MacGregors  #0.1),Nora Roberts,3.92,eng,395,6650,150,2006-11-21,Silhouette,16.835443037974684,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Dream Makers: Untamed / Less of a Stranger,Nora Roberts,3.8,eng,411,989,32,2006-09-19,Silhouette Books,2.40632603406326,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Spellbound (Once Upon  #1),Nora Roberts,3.8,eng,96,6798,162,2005-09-27,Jove,70.8125,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Angels Fall,Nora Roberts,4.0,eng,391,37314,1040,2006-07-11,Putnam,95.43222506393862,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
True Betrayals / Montana Sky / Sanctuary,Nora Roberts,4.4,eng,852,667,5,2001-06-04,Putnam Adult,0.7828638497652582,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
First Impressions,Nora Roberts,3.73,eng,301,5641,315,2006-10-24,Silhouette Books,18.740863787375414,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Public Secrets,Nora Roberts,4.03,eng,481,11035,418,2012-03-27,Bantam Books,22.941787941787943,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The MacGregors: Serena & Caine (The MacGregors  #1 -2),Nora Roberts,4.09,eng,441,11070,150,2006-01-28,Mira,25.102040816326532,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The MacGregors: Alan & Grant (The MacGregors  #3-4),Nora Roberts,4.11,eng,458,9423,90,2006-06-16,Mira,20.574235807860262,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Kissing in Manhattan,David Schickler,3.61,eng,288,2665,304,2002-08-27,Dial Press Trade Paperback,9.253472222222221,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Making Democracy Work: Civic Traditions in Modern Italy,Robert D. Putnam,3.83,eng,280,604,34,1994-06-16,Princeton University Press,2.157142857142857,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Comparative Study of Political Elites,Robert D. Putnam,3.75,eng,246,4,1,1976-01-01,Prentice Hall,0.016260162601626018,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
A Random Walk Down Wall Street,Burton G. Malkiel,4.1,eng,416,50,6,2003-04-17,W. W. Norton  Company,0.1201923076923077,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
A Random Walk Down Wall Street,Burton G. Malkiel/Christopher Flavin,4.1,eng,377,9,1,1985-01-01,W. W. Norton & Company,0.023872679045092837,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Identity Crisis,Brad Meltzer/Rags Morales/Michael Bair/Joss Whedon,4.04,eng,288,18289,614,2006-08-16,DC Comics,63.50347222222222,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Superman: Secret Identity,Kurt Busiek/Stuart Immonen,4.24,eng,208,6368,307,2013-04-09,DC Comics,30.615384615384617,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Dissociative Identity Disorder Sourcebook,Deborah Bray Haddock,4.16,eng,336,276,19,2001-08-21,McGraw-Hill Education,0.8214285714285714,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Double Identity,Margaret Peterson Haddix,4.02,eng,224,276,52,2005-10-01,Simon  Schuster Books for Young Readers,1.2321428571428572,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Identity,Milan Kundera/Linda Asher,3.68,eng,176,266,31,1998-04-21,Harper,1.5113636363636365,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Slowness,Milan Kundera/Linda Asher,3.66,eng,156,9760,402,1997-04-11,Harper Perennial,62.56410256410256,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Laughable Loves,Milan Kundera/Suzanne Rappaport,3.87,eng,287,14928,470,2000-08-21,Faber & Faber,52.01393728222997,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,4.0,eng,319,13891,628,2006-01-03,Vintage,43.54545454545455,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Homer Price,Robert McCloskey,4.08,eng,149,279,24,2005-12-29,Puffin Books,1.8724832214765101,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Classical World: An Epic History from Homer to Hadrian,Robin Lane Fox,3.91,eng,672,1315,69,2006-10-09,Basic Books,1.9568452380952381,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Children's Homer: The Adventures of Odysseus and the Tale of Troy,Padraic Colum/Willy Pogány,3.9,eng,256,109,15,2004-07-01,Aladdin,0.42578125,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Coalwood Way: A Memoir  (Coalwood  #2),Homer Hickam,4.14,eng,400,1193,103,2001-09-04,Island Books,2.9825,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Man's Search for Meaning,Viktor E. Frankl/Ilse Lasch/Harold S. Kushner/William J. Winslade,4.36,eng,165,3023,303,2006-06-01,Beacon Press,18.32121212121212,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Man's Search for Meaning,Viktor E. Frankl/Ilse Lasch/Gordon W. Allport,4.36,eng,160,1959,198,2004-05-06,Rider,12.24375,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Good Grief: The Story of Charles M. Schulz,Rheta Grimsley Johnson,3.72,eng,256,20,1,1989-12-31,Pharos Books,0.078125,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Peanuts: The Art of Charles M. Schulz,Chip Kidd/Jean Schulz/Charles M. Schulz/Geoff Spear,4.38,eng,368,592,39,2003-10-28,Pantheon,1.608695652173913,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Autobiography of a Yogi,Paramahansa Yogananda,4.23,eng,516,9,0,2002-10-01,Motilal Banarsidass,0.01744186046511628,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
To the Last Man: A Novel of the First World War,Jeff Shaara,4.22,eng,636,4809,315,2005-08-30,Ballantine Books,7.561320754716981,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
African Nights,Kuki Gallmann,3.8,eng,336,313,19,2000-03-22,William Morrow Paperbacks,0.9315476190476191,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,eng,572,5738,630,2003-07-28,Atria Books,10.031468531468532,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Letters of St. Augustine,Augustine of Hippo,4.36,eng,255,20,2,1992-03-01,Fleming H. Revell Company,0.0784313725490196,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Love and Saint Augustine,Hannah Arendt/Joanna Vecchiarelli Scott/Judith Chelius Stark,3.91,eng,254,95,10,1998-04-26,University of Chicago Press,0.37401574803149606,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Healthy Cooking for IBS: 100 Delicious Recipes to Keep You Symptom-Free,Sophie Braimbridge/Erica Jankovich,2.62,eng,144,2,1,2006-04-01,Harry N. Abrams,0.013888888888888888,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Me vs. Me,Sarah Mlynowski,3.67,eng,311,1725,120,2006-07-25,Red Dress Ink,5.546623794212219,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Spells & Sleeping Bags (Magic in Manhattan  #3),Sarah Mlynowski,4.05,eng,324,4370,221,2007-06-26,Delacorte Books for Young Readers,13.487654320987655,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Bras & Broomsticks (Magic in Manhattan  #1),Sarah Mlynowski,3.73,eng,310,8709,534,2006-06-13,Delacorte Press,28.093548387096774,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Monkey Business,Sarah Mlynowski,3.67,eng,400,1,0,2005-04-15,Mira books,0.0025,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Frogs & French Kisses (Magic in Manhattan  #2),Sarah Mlynowski,3.97,eng,288,4863,221,2006-06-13,Delacorte Press,16.885416666666668,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Big Anthony and the Magic Ring,Tomie dePaola,4.1,eng,32,462,35,1979-04-25,HMH Books for Young Readers,14.4375,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Patrick: Patron Saint of Ireland,Tomie dePaola,4.08,eng,30,89,5,1992-01-01,Holiday House,2.966666666666667,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
